Date,Family,Family ID,Tile Number,Recruit,Single/Clump,Survival,Area,Color,Orientation,Early Missing,Other Notes,"Large, juvenile? "
March,CUxCU,6,66,6.66.3,S,1,1.773,5,,,,
March,CUxCU,6,70,6.70.1,S,1,NA,NA,Front,,,
June,CUxCU,6,70,6.70.1,S,1,NA,NA,Front,,,
October,CUxCU,6,70,6.70.1,S,D,1.359,2,Back,,,
March,CUxCU,6,72,6.72.9,S,1,NA,NA,Front,,,
June,CUxCU,6,72,6.72.9,S,1,NA,NA,Front,,,
October,CUxCU,6,72,6.72.9,S,1,1.652,2,Back,,,
March,CUxCU,6,74,6.74.6,C,1,,,,,,
June,CUxCU,6,74,6.74.6,C,0,,,,,,
October,CUxCU,6,74,6.74.6,C,0,,,,,,
March,CUxCU,6,75,6.75.10,C,1,,,,,,
June,CUxCU,6,75,6.75.10,C,0,,,,,,
October,CUxCU,6,75,6.75.10,C,0,,,,,,
March,CUxCU,6,75,6.75.2,C,1,,,,,,
June,CUxCU,6,75,6.75.2,C,0,,,,,,
October,CUxCU,6,75,6.75.2,C,0,,,,,,
March,CUxCU,6,75,6.75.5,C,1,,,,,,
June,CUxCU,6,75,6.75.5,C,0,,,,,,
October,CUxCU,6,75,6.75.5,C,0,,,,,,
March,CUxCU,6,75,6.75.6,C,1,,,,,,
June,CUxCU,6,75,6.75.6,C,0,,,,,,
October,CUxCU,6,75,6.75.6,C,0,,,,,,
March,CUxCU,6,75,6.75.8,S,1,1.426,5,,,,
June,CUxCU,6,75,6.75.8,S,0,NA,0,,,,
October,CUxCU,6,75,6.75.8,S,0,NA,0,,,,
March,CUxCU,6,75,6.75.9,S,1,1.222,5,,,,
June,CUxCU,6,75,6.75.9,S,0,NA,0,,,,
October,CUxCU,6,75,6.75.9,S,0,NA,0,,,,
March,CUxCU,6,77,6.77.4,S,1,1.562,5,,,,
June,CUxCU,6,77,6.77.4,S,0,NA,0,,,,
October,CUxCU,6,77,6.77.4,S,0,NA,0,,,,
March,CUxCU,6,77,6.77.8,C,1,2.243,5,,,,
June,CUxCU,6,77,6.77.8,C,0,NA,0,,,,
October,CUxCU,6,77,6.77.8,C,0,NA,0,,,,
March,CUxCU,6,79,6.79.3,S,1,NA,NA,,Y,,Y
June,CUxCU,6,79,6.79.3,S,1,NA,NA,,Y,,Y
October,CUxCU,6,79,6.79.3,S,1,7.657,6,,,,Y
March,CUxCU,6,8,6.8.3,S,1,3.526,6,Front,,,
June,CUxCU,6,8,6.8.3,S,1,NA,NA,Back,,,
October,CUxCU,6,8,6.8.3,S,0,NA,NA,Front,,,
March,CUxCU,6,80,6.80.8,S,1,0.969,5,,,,
June,CUxCU,6,80,6.80.8,S,0,NA,0,,,,
October,CUxCU,6,80,6.80.8,S,0,NA,0,,,,
March,CUxCU,6,82,6.82.1,C,1,3.065,4,,,,
June,CUxCU,6,82,6.82.1,C,0,NA,0,,,,
October,CUxCU,6,82,6.82.1,C,0,NA,0,,,,
March,CUxCU,6,82,6.82.10,C,1,,,,,,
June,CUxCU,6,82,6.82.10,C,0,,,,,,
October,CUxCU,6,82,6.82.10,C,0,,,,,,
March,CUxCU,6,82,6.82.11,C,1,,,,,,
June,CUxCU,6,82,6.82.11,C,0,,,,,,
October,CUxCU,6,82,6.82.11,C,0,,,,,,
March,CUxCU,6,82,6.82.12,C,1,,,,,,
June,CUxCU,6,82,6.82.12,C,0,,,,,,
October,CUxCU,6,82,6.82.12,C,0,,,,,,
March,CUxCU,6,82,6.82.13,C,1,,,,,,
June,CUxCU,6,82,6.82.13,C,0,,,,,,
October,CUxCU,6,82,6.82.13,C,0,,,,,,
March,CUxCU,6,82,6.82.2,C,1,,,,,,
June,CUxCU,6,82,6.82.2,C,0,,,,,,
October,CUxCU,6,82,6.82.2,C,0,,,,,,
March,CUxCU,6,82,6.82.3,C,1,,,,,,
June,CUxCU,6,82,6.82.3,C,0,,,,,,
October,CUxCU,6,82,6.82.3,C,0,,,,,,
March,CUxCU,6,82,6.82.4,C,1,3.269,5,,,,
June,CUxCU,6,82,6.82.4,C,0,NA,0,,,,
October,CUxCU,6,82,6.82.4,C,0,NA,0,,,,
March,CUxCU,6,82,6.82.5,C,1,,,,,,
June,CUxCU,6,82,6.82.5,C,0,,,,,,
October,CUxCU,6,82,6.82.5,C,0,,,,,,
March,CUxCU,6,83,6.83.5,C,1,,,,,,
June,CUxCU,6,83,6.83.5,C,0,,,,,,
October,CUxCU,6,83,6.83.5,C,0,,,,,,
March,CUxCU,6,85,6.85.8,S,1,NA,NA,,Y,,
June,CUxCU,6,85,6.85.8,S,1,NA,NA,,Y,,
October,CUxCU,6,85,6.85.8,S,1,7.026,6,,,,
March,CUxCU,6,86,6.86.1,S,1,1.447,6,,,,
June,CUxCU,6,86,6.86.1,S,0,NA,0,,,,
October,CUxCU,6,86,6.86.1,S,0,NA,0,,,,
March,CUxCU,6,87,6.87.14,C,1,,,,,,
June,CUxCU,6,87,6.87.14,C,0,,,,,,
October,CUxCU,6,87,6.87.14,C,0,,,,,,
March,CUxCU,6,87,6.87.16,C,1,,,,,,
June,CUxCU,6,87,6.87.16,C,0,,,,,,
October,CUxCU,6,87,6.87.16,C,0,,,,,,
March,CUxCU,6,87,6.87.18,S,1,1.264,5,,,,
June,CUxCU,6,87,6.87.18,S,0,NA,0,,,,
October,CUxCU,6,87,6.87.18,S,0,NA,0,,,,
March,CUxCU,6,87,6.87.25,C,1,,,,,,
June,CUxCU,6,87,6.87.25,C,0,,,,,,
October,CUxCU,6,87,6.87.25,C,0,,,,,,
March,CUxCU,6,88,6.88.10,C,1,,,,,,
June,CUxCU,6,88,6.88.10,C,0,,,,,,
October,CUxCU,6,88,6.88.10,C,0,,,,,,
March,CUxCU,6,88,6.88.19,C,1,,,,,,
June,CUxCU,6,88,6.88.19,C,0,,,,,,
October,CUxCU,6,88,6.88.19,C,0,,,,,,
March,CUxCU,6,88,6.88.20,C,1,,,,,,
June,CUxCU,6,88,6.88.20,C,0,,,,,,
October,CUxCU,6,88,6.88.20,C,0,,,,,,
March,CUxCU,6,88,6.88.24,C,1,,,,,,
June,CUxCU,6,88,6.88.24,C,0,,,,,,
October,CUxCU,6,88,6.88.24,C,0,,,,,,
March,CUxCU,6,88,6.88.26,C,1,,,,,,
June,CUxCU,6,88,6.88.26,C,0,,,,,,
October,CUxCU,6,88,6.88.26,C,0,,,,,,
March,CUxCU,6,88,6.88.30,S,1,1.212,6,,,,
June,CUxCU,6,88,6.88.30,S,1,3.681,6,,,,
October,CUxCU,6,88,6.88.30,S,0,NA,0,,,,
March,CUxCU,6,88,6.88.31,S,1,0.853,6,,,,
June,CUxCU,6,88,6.88.31,S,0,NA,0,,,,
October,CUxCU,6,88,6.88.31,S,0,NA,0,,,,
March,CUxCU,6,88,6.88.32,C,1,,,,,,
June,CUxCU,6,88,6.88.32,C,0,,,,,,
October,CUxCU,6,88,6.88.32,C,0,,,,,,
March,CUxCU,6,89,6.89.21,S,1,1.142,6,,,,
June,CUxCU,6,89,6.89.21,S,0,NA,0,,,,
October,CUxCU,6,89,6.89.21,S,0,NA,0,,,,
March,CUxCU,6,89,6.89.43,C,1,2.554,6,,,,
June,CUxCU,6,89,6.89.43,C,1,2.905,6,,,,
October,CUxCU,6,89,6.89.43,C,1,3.35,6,,,,
March,CUxCU,6,89,6.89.44,C,1,1.667,6,,,,
June,CUxCU,6,89,6.89.44,C,1,2.855,6,,,,
October,CUxCU,6,89,6.89.44,C,0,NA,0,,,,
March,CUxCU,6,89,6.89.72,S,1,1.066,6,,,,
June,CUxCU,6,89,6.89.72,S,1,NA,NA,,Y,,
October,CUxCU,6,89,6.89.72,S,1,3.281,6,,,,
March,CUxCU,6,9,6.9.8,S,1,1.42,5,,,,
June,CUxCU,6,9,6.9.8,S,0,NA,0,,,,
October,CUxCU,6,9,6.9.8,S,0,NA,0,,,,
March,CUxCU,6,90,6.90.11,C,1,,,,,,
June,CUxCU,6,90,6.90.11,C,0,,,,,,
October,CUxCU,6,90,6.90.11,C,0,,,,,,
March,CUxCU,6,90,6.90.16,C,1,,,,,,
June,CUxCU,6,90,6.90.16,C,0,,,,,,
October,CUxCU,6,90,6.90.16,C,0,,,,,,
March,CUxCU,6,90,6.90.19,S,1,0.807,6,,,,
June,CUxCU,6,90,6.90.19,S,0,NA,0,,,,
October,CUxCU,6,90,6.90.19,S,0,NA,0,,,,
March,CUxCU,6,90,6.90.38,S,1,NA,NA,,Y,,
June,CUxCU,6,90,6.90.38,S,1,NA,NA,,Y,,
October,CUxCU,6,90,6.90.38,S,1,1.607,5,,,,
March,CUxCU,6,90,6.90.8,S,1,1.404,6,,,,
June,CUxCU,6,90,6.90.8,S,0,NA,0,,,,
October,CUxCU,6,90,6.90.8,S,0,NA,0,,,,
March,CUxCU,6,91,6.91.10,S,1,2.167,5,,,,
June,CUxCU,6,91,6.91.10,S,0,NA,0,,,,
October,CUxCU,6,91,6.91.10,S,0,NA,0,,,,
March,CUxCU,6,91,6.91.11,S,1,1.38,5,,,,
June,CUxCU,6,91,6.91.11,S,0,NA,0,,,,
October,CUxCU,6,91,6.91.11,S,0,NA,0,,,,
March,CUxCU,6,91,6.91.5,C,1,,,,,,
June,CUxCU,6,91,6.91.5,C,0,,,,,,
October,CUxCU,6,91,6.91.5,C,0,,,,,,
March,CUxCU,6,91,6.91.9,S,1,1.227,5,,,,
June,CUxCU,6,91,6.91.9,S,0,NA,0,,,,
October,CUxCU,6,91,6.91.9,S,0,NA,0,,,,
March,CUxCU,6,93,6.93.18,C,1,,,,,,
June,CUxCU,6,93,6.93.18,C,0,,,,,,
October,CUxCU,6,93,6.93.18,C,0,,,,,,
March,CUxCU,6,93,6.93.4,S,1,1.593,5,,,,
June,CUxCU,6,93,6.93.4,S,0,NA,0,,,,
October,CUxCU,6,93,6.93.4,S,0,NA,0,,,,
March,CUxCU,6,93,6.93.7,C,1,,,,,,
June,CUxCU,6,93,6.93.7,C,0,,,,,,
October,CUxCU,6,93,6.93.7,C,0,,,,,,
March,CUxCU,6,94,6.94.1,S,1,1.752,6,,,,
June,CUxCU,6,94,6.94.1,S,0,NA,0,,,,
October,CUxCU,6,94,6.94.1,S,0,NA,0,,,,
March,CUxCU,6,94,6.94.72,C,1,,,,,,
June,CUxCU,6,94,6.94.72,C,0,,,,,,
October,CUxCU,6,94,6.94.72,C,0,,,,,,
March,CUxCU,6,96,6.96.11,S,1,NA,NA,Front,,,
June,CUxCU,6,96,6.96.11,S,1,2.098,6,,,,
October,CUxCU,6,96,6.96.11,S,0,NA,0,,,,
March,CUxCU,6,96,6.96.8,S,1,1.437,5,,,,
June,CUxCU,6,96,6.96.8,S,0,NA,0,,,,
October,CUxCU,6,96,6.96.8,S,0,NA,0,,,,
March,CUxCU,6,98,6.98.14,S,1,0.778,5,,,,
June,CUxCU,6,98,6.98.14,S,0,NA,0,,,,
October,CUxCU,6,98,6.98.14,S,0,NA,0,,,,
March,CUxCU,6,98,6.98.7,C,1,,,,,,
June,CUxCU,6,98,6.98.7,C,0,,,,,,
October,CUxCU,6,98,6.98.7,C,0,,,,,,
March,CUxCU,6,98,6.98.9,S,1,1.267,5,,,,
June,CUxCU,6,98,6.98.9,S,0,NA,0,,,,
October,CUxCU,6,98,6.98.9,S,0,NA,0,,,,
March,CUxDR,7,1,7.1.11,S,1,1.241,6,,,,
June,CUxDR,7,1,7.1.11,S,0,NA,0,,,,
October,CUxDR,7,1,7.1.11,S,0,NA,0,,,,
March,CUxDR,7,1,7.1.12,S,1,1.134,6,,,,
June,CUxDR,7,1,7.1.12,S,0,NA,0,,,,
October,CUxDR,7,1,7.1.12,S,0,NA,0,,,,
March,CUxDR,7,1,7.1.13,S,1,NA,NA,,Y,,
June,CUxDR,7,1,7.1.13,S,1,0.59,6,,,,
October,CUxDR,7,1,7.1.13,S,0,NA,0,,,,
March,CUxDR,7,1,7.1.14,S,1,NA,NA,,Y,,
June,CUxDR,7,1,7.1.14,S,1,2.803,2,,,,
October,CUxDR,7,1,7.1.14,S,0,NA,0,,,,
March,CUxDR,7,10,7.10.6,S,1,1.104,6,,,,
June,CUxDR,7,10,7.10.6,S,0,NA,0,,,,
October,CUxDR,7,10,7.10.6,S,0,NA,0,,,,
March,CUxDR,7,10,7.10.7,S,1,1.151,6,,,,
June,CUxDR,7,10,7.10.7,S,0,NA,0,,,,
October,CUxDR,7,10,7.10.7,S,0,NA,0,,,,
March,CUxDR,7,12,7.12.31,S,1,NA,NA,,,,
June,CUxDR,7,12,7.12.31,S,1,NA,NA,,,Cannot find in photo,
October,CUxDR,7,12,7.12.31,S,0,NA,0,,,,
March,CUxDR,7,13,7.13.10,S,1,0.981,6,,,,
June,CUxDR,7,13,7.13.10,S,0,NA,0,,,,
October,CUxDR,7,13,7.13.10,S,0,NA,0,,,,
March,CUxDR,7,13,7.13.20,S,1,,,,,,
June,CUxDR,7,13,7.13.20,S,0,,,,,,
October,CUxDR,7,13,7.13.20,S,0,,,,,,
March,CUxDR,7,13,7.13.22,S,1,1.375,5,,,,
June,CUxDR,7,13,7.13.22,S,0,NA,0,,,,
October,CUxDR,7,13,7.13.22,S,0,NA,0,,,,
March,CUxDR,7,13,7.13.24,S,1,,,,,,
June,CUxDR,7,13,7.13.24,S,0,,,,,,
October,CUxDR,7,13,7.13.24,S,0,,,,,,
March,CUxDR,7,13,7.13.25,S,1,,,,,,
June,CUxDR,7,13,7.13.25,S,0,,,,,,
October,CUxDR,7,13,7.13.25,S,0,,,,,,
March,CUxDR,7,13,7.13.26,S,1,,,,,,
June,CUxDR,7,13,7.13.26,S,0,,,,,,
October,CUxDR,7,13,7.13.26,S,0,,,,,,
March,CUxDR,7,13,7.13.27,S,1,1.018,6,,,,
June,CUxDR,7,13,7.13.27,S,1,0.977,5,,,,
October,CUxDR,7,13,7.13.27,S,0,NA,0,,,,
March,CUxDR,7,13,7.13.4,S,1,,,,,,
June,CUxDR,7,13,7.13.4,S,0,,,,,,
October,CUxDR,7,13,7.13.4,S,0,,,,,,
March,CUxDR,7,14,7.14.1,S,1,1.498,6,,,,
June,CUxDR,7,14,7.14.1,S,0,NA,0,,,,
October,CUxDR,7,14,7.14.1,S,0,NA,0,,,,
March,CUxDR,7,14,7.14.2,S,1,NA,NA,,Y,,
June,CUxDR,7,14,7.14.2,S,1,NA,NA,,Y,,
October,CUxDR,7,14,7.14.2,S,1,3.628,2,,,,
March,CUxDR,7,15,7.15.2,S,1,2.282,6,,,,
June,CUxDR,7,15,7.15.2,S,0,NA,0,,,,
October,CUxDR,7,15,7.15.2,S,0,NA,0,,,,
March,CUxDR,7,16,7.16.6,S,1,0.992,6,,,,
June,CUxDR,7,16,7.16.6,S,0,NA,0,,,,
October,CUxDR,7,16,7.16.6,S,0,NA,0,,,,
March,CUxDR,7,18,7.18.3,S,1,1.182,6,,,,
June,CUxDR,7,18,7.18.3,S,0,NA,0,,,,
October,CUxDR,7,18,7.18.3,S,0,NA,0,,,,
March,CUxDR,7,20,7.20.1,S,1,1.069,6,,,,
June,CUxDR,7,20,7.20.1,S,0,NA,0,,,,
October,CUxDR,7,20,7.20.1,S,0,NA,0,,,,
March,CUxDR,7,22,7.22.1,S,1,,,,,,
June,CUxDR,7,22,7.22.1,S,0,,,,,,
October,CUxDR,7,22,7.22.1,S,0,,,,,,
March,CUxDR,7,22,7.22.3,S,1,0.837,6,,,,
June,CUxDR,7,22,7.22.3,S,0,NA,0,,,,
October,CUxDR,7,22,7.22.3,S,0,NA,0,,,,
March,CUxDR,7,22,7.22.5,S,1,NA,NA,Front,,,
June,CUxDR,7,22,7.22.5,S,1,NA,NA,Front,,,
October,CUxDR,7,22,7.22.5,S,1,2.638,2,Back,,,
March,CUxDR,7,23,7.23.14,S,1,,,,,,
June,CUxDR,7,23,7.23.14,S,0,,,,,,
October,CUxDR,7,23,7.23.14,S,0,,,,,,
March,CUxDR,7,23,7.23.3,S,1,1.045,6,,,,
June,CUxDR,7,23,7.23.3,S,0,NA,0,,,,
October,CUxDR,7,23,7.23.3,S,0,NA,0,,,,
March,CUxDR,7,23,7.23.7,S,1,1.516,6,,,,
June,CUxDR,7,23,7.23.7,S,1,1.413,2,,,,
October,CUxDR,7,23,7.23.7,S,0,NA,0,,,,
March,CUxDR,7,23,7.23.9,S,1,,,,,,
June,CUxDR,7,23,7.23.9,S,0,,,,,,
October,CUxDR,7,23,7.23.9,S,0,,,,,,
March,CUxDR,7,24,7.24.11,S,1,NA,NA,Front,,,
June,CUxDR,7,24,7.24.11,S,1,4.154,5,Back,,,
October,CUxDR,7,24,7.24.11,S,0,NA,0,,,,
March,CUxDR,7,24,7.24.12,S,1,NA,NA,Front,,,
June,CUxDR,7,24,7.24.12,S,1,NA,NA,,Y,,
October,CUxDR,7,24,7.24.12,S,1,4.171,6,Back,,,
March,CUxDR,7,25,7.25.11,C,1,,,,,,
June,CUxDR,7,25,7.25.11,C,0,,,,,,
October,CUxDR,7,25,7.25.11,C,0,,,,,,
March,CUxDR,7,25,7.25.12,S,1,,,,,,
June,CUxDR,7,25,7.25.12,S,0,,,,,,
October,CUxDR,7,25,7.25.12,S,0,,,,,,
March,CUxDR,7,25,7.25.13,S,1,0.911,5,,,,
June,CUxDR,7,25,7.25.13,S,0,NA,0,,,,
October,CUxDR,7,25,7.25.13,S,0,NA,0,,,,
March,CUxDR,7,25,7.25.14,C,1,,,,,,
June,CUxDR,7,25,7.25.14,C,0,,,,,,
October,CUxDR,7,25,7.25.14,C,0,,,,,,
March,CUxDR,7,25,7.25.16,S,1,,,,,,
June,CUxDR,7,25,7.25.16,S,0,,,,,,
October,CUxDR,7,25,7.25.16,S,0,,,,,,
March,CUxDR,7,25,7.25.3,S,1,,,,,,
June,CUxDR,7,25,7.25.3,S,0,,,,,,
October,CUxDR,7,25,7.25.3,S,0,,,,,,
March,CUxDR,7,25,7.25.46,S,1,,,,,,
June,CUxDR,7,25,7.25.46,S,0,,,,,,
October,CUxDR,7,25,7.25.46,S,0,,,,,,
March,CUxDR,7,25,7.25.49,S,1,NA,NA,,Y,,
June,CUxDR,7,25,7.25.49,S,1,NA,NA,,Y,,
October,CUxDR,7,25,7.25.49,S,1,2.088,6,,,,
March,CUxDR,7,25,7.25.8,S,1,1.569,6,,,,
June,CUxDR,7,25,7.25.8,S,0,NA,0,,,,
October,CUxDR,7,25,7.25.8,S,0,NA,0,,,,
March,CUxDR,7,27,7.27.10,C,1,,,,,,
June,CUxDR,7,27,7.27.10,C,0,,,,,,
October,CUxDR,7,27,7.27.10,C,0,,,,,,
March,CUxDR,7,27,7.27.11,S,1,,,,,,
June,CUxDR,7,27,7.27.11,S,0,,,,,,
October,CUxDR,7,27,7.27.11,S,0,,,,,,
March,CUxDR,7,27,7.27.13,S,1,,,,,,
June,CUxDR,7,27,7.27.13,S,0,,,,,,
October,CUxDR,7,27,7.27.13,S,0,,,,,,
March,CUxDR,7,27,7.27.20,S,1,,,,,,
June,CUxDR,7,27,7.27.20,S,0,,,,,,
October,CUxDR,7,27,7.27.20,S,0,,,,,,
March,CUxDR,7,27,7.27.25,C,1,,,,,,
June,CUxDR,7,27,7.27.25,C,0,,,,,,
October,CUxDR,7,27,7.27.25,C,0,,,,,,
March,CUxDR,7,27,7.27.37,C,1,,,,,,
June,CUxDR,7,27,7.27.37,C,0,,,,,,
October,CUxDR,7,27,7.27.37,C,0,,,,,,
March,CUxDR,7,27,7.27.8,S,1,,,,,,
June,CUxDR,7,27,7.27.8,S,0,,,,,,
October,CUxDR,7,27,7.27.8,S,0,,,,,,
March,CUxDR,7,27,7.27.9,S,1,,,,,,
June,CUxDR,7,27,7.27.9,S,0,,,,,,
October,CUxDR,7,27,7.27.9,S,0,,,,,,
March,CUxDR,7,29,7.29.22,S,1,1.094,5,,,,
June,CUxDR,7,29,7.29.22,S,0,NA,0,,,,
October,CUxDR,7,29,7.29.22,S,0,NA,0,,,,
March,CUxDR,7,3,7.3.49,S,1,NA,NA,Front,,,
June,CUxDR,7,3,7.3.49,S,1,NA,NA,Front,,,
October,CUxDR,7,3,7.3.49,S,1,5.214,5,Back,,,
March,CUxDR,7,30,7.30.1,S,1,,,,,,
June,CUxDR,7,30,7.30.1,S,0,,,,,,
October,CUxDR,7,30,7.30.1,S,0,,,,,,
March,CUxDR,7,30,7.30.10,S,1,0.965,6,,,,
June,CUxDR,7,30,7.30.10,S,1,NA,NA,,Y,,
October,CUxDR,7,30,7.30.10,S,1,2.812,6,,,,
March,CUxDR,7,30,7.30.14,S,1,,,,,,
June,CUxDR,7,30,7.30.14,S,0,,,,,,
October,CUxDR,7,30,7.30.14,S,0,,,,,,
March,CUxDR,7,30,7.30.15,S,1,1.121,4,,,,
June,CUxDR,7,30,7.30.15,S,0,NA,0,,,,
October,CUxDR,7,30,7.30.15,S,0,NA,0,,,,
March,CUxDR,7,30,7.30.16,S,1,0.961,4,,,,
June,CUxDR,7,30,7.30.16,S,0,NA,0,,,,
October,CUxDR,7,30,7.30.16,S,0,NA,0,,,,
March,CUxDR,7,30,7.30.3,S,1,,,,,,
June,CUxDR,7,30,7.30.3,S,0,,,,,,
October,CUxDR,7,30,7.30.3,S,0,,,,,,
March,CUxDR,7,30,7.30.4,S,1,,,,,,
June,CUxDR,7,30,7.30.4,S,0,,,,,,
October,CUxDR,7,30,7.30.4,S,0,,,,,,
March,CUxDR,7,30,7.30.5,S,1,,,,,,
June,CUxDR,7,30,7.30.5,S,0,,,,,,
October,CUxDR,7,30,7.30.5,S,0,,,,,,
March,CUxDR,7,30,7.30.9,S,1,0.842,6,,,,
June,CUxDR,7,30,7.30.9,S,0,NA,0,,,,
October,CUxDR,7,30,7.30.9,S,0,NA,0,,,,
March,CUxDR,7,31,7.31.10,S,1,1.337,5,,,,
June,CUxDR,7,31,7.31.10,S,0,NA,0,,,,
October,CUxDR,7,31,7.31.10,S,0,NA,0,,,,
March,CUxDR,7,31,7.31.16,C,1,,,,,,
June,CUxDR,7,31,7.31.16,C,0,,,,,,
October,CUxDR,7,31,7.31.16,C,0,,,,,,
March,CUxDR,7,31,7.31.17,S,1,,,,,,
June,CUxDR,7,31,7.31.17,S,0,,,,,,
October,CUxDR,7,31,7.31.17,S,0,,,,,,
March,CUxDR,7,31,7.31.21,S,1,1.317,6,,,,
June,CUxDR,7,31,7.31.21,S,0,NA,0,,,,
October,CUxDR,7,31,7.31.21,S,0,NA,0,,,,
March,CUxDR,7,31,7.31.4,S,1,,,,,,
June,CUxDR,7,31,7.31.4,S,0,,,,,,
October,CUxDR,7,31,7.31.4,S,0,,,,,,
March,CUxDR,7,31,7.31.7,C,1,,,,,,
June,CUxDR,7,31,7.31.7,C,0,,,,,,
October,CUxDR,7,31,7.31.7,C,0,,,,,,
March,CUxDR,7,31,7.31.8,S,1,2.141,5,,,,
June,CUxDR,7,31,7.31.8,S,1,NA,NA,,Y,,
October,CUxDR,7,31,7.31.8,S,D,1.61,0,,,,
March,CUxDR,7,32,7.32.8,S,1,NA,NA,Front,,,
June,CUxDR,7,32,7.32.8,S,1,NA,NA,Front,,,
October,CUxDR,7,32,7.32.8,S,1,2.963,6,Back,,,
March,CUxDR,7,33,7.33.2,C,1,,,,,,
June,CUxDR,7,33,7.33.2,C,0,,,,,,
October,CUxDR,7,33,7.33.2,C,0,,,,,,
March,CUxDR,7,33,7.33.29,C,1,,,,,,
June,CUxDR,7,33,7.33.29,C,0,,,,,,
October,CUxDR,7,33,7.33.29,C,0,,,,,,
March,CUxDR,7,33,7.33.31,C,1,,,,,,
June,CUxDR,7,33,7.33.31,C,0,,,,,,
October,CUxDR,7,33,7.33.31,C,0,,,,,,
March,CUxDR,7,33,7.33.36,C,1,,,,,,
June,CUxDR,7,33,7.33.36,C,0,,,,,,
October,CUxDR,7,33,7.33.36,C,0,,,,,,
March,CUxDR,7,33,7.33.43,C,1,,,,,,
June,CUxDR,7,33,7.33.43,C,0,,,,,,
October,CUxDR,7,33,7.33.43,C,0,,,,,,
March,CUxDR,7,33,7.33.44,C,1,,,,,,
June,CUxDR,7,33,7.33.44,C,0,,,,,,
October,CUxDR,7,33,7.33.44,C,0,,,,,,
March,CUxDR,7,33,7.33.46,C,1,,,,,,
June,CUxDR,7,33,7.33.46,C,0,,,,,,
October,CUxDR,7,33,7.33.46,C,0,,,,,,
March,CUxDR,7,33,7.33.49,C,1,,,,,,
June,CUxDR,7,33,7.33.49,C,0,,,,,,
October,CUxDR,7,33,7.33.49,C,0,,,,,,
March,CUxDR,7,33,7.33.55,C,1,,,,,,
June,CUxDR,7,33,7.33.55,C,0,,,,,,
October,CUxDR,7,33,7.33.55,C,0,,,,,,
March,CUxDR,7,33,7.33.57,C,1,,,,,,
June,CUxDR,7,33,7.33.57,C,0,,,,,,
October,CUxDR,7,33,7.33.57,C,0,,,,,,
March,CUxDR,7,33,7.33.58,C,1,,,,,,
June,CUxDR,7,33,7.33.58,C,0,,,,,,
October,CUxDR,7,33,7.33.58,C,0,,,,,,
March,CUxDR,7,33,7.33.59,C,1,,,,,,
June,CUxDR,7,33,7.33.59,C,0,,,,,,
October,CUxDR,7,33,7.33.59,C,0,,,,,,
March,CUxDR,7,34,7.34.23,S,1,0.985,6,,,,
June,CUxDR,7,34,7.34.23,S,0,NA,0,,,,
October,CUxDR,7,34,7.34.23,S,0,NA,0,,,,
March,CUxDR,7,36,7.36.2,S,1,1.072,6,,,,
June,CUxDR,7,36,7.36.2,S,0,NA,0,,,,
October,CUxDR,7,36,7.36.2,S,0,NA,0,,,,
March,CUxDR,7,36,7.36.3,S,1,,,,,,
June,CUxDR,7,36,7.36.3,S,0,,,,,,
October,CUxDR,7,36,7.36.3,S,0,,,,,,
March,CUxDR,7,36,7.36.4,S,1,,,,,,
June,CUxDR,7,36,7.36.4,S,0,,,,,,
October,CUxDR,7,36,7.36.4,S,0,,,,,,
March,CUxDR,7,36,7.36.5,S,1,0.583,5,,,,
June,CUxDR,7,36,7.36.5,S,0,NA,0,,,,
October,CUxDR,7,36,7.36.5,S,0,NA,0,,,,
March,CUxDR,7,37,7.37.1,S,1,,,,,,
June,CUxDR,7,37,7.37.1,S,0,,,,,,
October,CUxDR,7,37,7.37.1,S,0,,,,,,
March,CUxDR,7,37,7.37.2,S,1,1.375,5,,,,
June,CUxDR,7,37,7.37.2,S,1,1.316,2,,,,
October,CUxDR,7,37,7.37.2,S,0,NA,0,,,,
March,CUxDR,7,37,7.37.3,S,1,1.324,5,,,,
June,CUxDR,7,37,7.37.3,S,1,0.886,2,,,,
October,CUxDR,7,37,7.37.3,S,1,4.062,6,,,,
March,CUxDR,7,37,7.37.7,S,1,1.266,6,,,,
June,CUxDR,7,37,7.37.7,S,0,NA,0,,,,
October,CUxDR,7,37,7.37.7,S,0,NA,0,,,,
March,CUxDR,7,37,7.37.8,S,1,,,,,,
June,CUxDR,7,37,7.37.8,S,0,,,,,,
October,CUxDR,7,37,7.37.8,S,0,,,,,,
March,CUxDR,7,38,7.38.11,S,1,1.426,4,,,,
June,CUxDR,7,38,7.38.11,S,0,NA,0,,,,
October,CUxDR,7,38,7.38.11,S,0,NA,0,,,,
March,CUxDR,7,38,7.38.13,C,1,,,,,,
June,CUxDR,7,38,7.38.13,C,0,,,,,,
October,CUxDR,7,38,7.38.13,C,0,,,,,,
March,CUxDR,7,41,7.41.1,S,1,1.271,5,,,,
June,CUxDR,7,41,7.41.1,S,0,NA,0,,,,
October,CUxDR,7,41,7.41.1,S,0,NA,0,,,,
March,CUxDR,7,41,7.41.10,S,1,NA,NA,,Y,,
June,CUxDR,7,41,7.41.10,S,1,1.697,6,,,,
October,CUxDR,7,41,7.41.10,S,0,NA,0,,,,
March,CUxDR,7,41,7.41.2,S,1,,,,,,
June,CUxDR,7,41,7.41.2,S,0,,,,,,
